tran_date,curr_code,std_rate
2015/05/28 上午 12:00:00,USD,30.801
2015/05/29 上午 12:00:00,AUD,23.597792
2015/05/29 上午 12:00:00,EUR,33.917968
2015/05/29 上午 12:00:00,GBP,47.201759
2015/05/29 上午 12:00:00,JPY,0.248679
2015/05/29 上午 12:00:00,USD,30.871
2015/05/31 上午 12:00:00,AUD,23.597792
2015/05/31 上午 12:00:00,EUR,33.917968
2015/05/31 上午 12:00:00,GBP,47.201759
2015/05/31 上午 12:00:00,JPY,0.248679
2015/05/31 上午 12:00:00,USD,30.871
2015/06/01 上午 12:00:00,AUD,23.526879
2015/06/01 上午 12:00:00,EUR,33.799396
2015/06/01 上午 12:00:00,GBP,47.01664
2015/06/01 上午 12:00:00,JPY,0.247912
2015/06/01 上午 12:00:00,USD,30.932
2015/06/02 上午 12:00:00,AUD,24.097855
2015/06/02 上午 12:00:00,EUR,34.57033
2015/06/02 上午 12:00:00,GBP,47.566369
2015/06/02 上午 12:00:00,JPY,0.249774
2015/06/02 上午 12:00:00,USD,31.002
2015/06/03 上午 12:00:00,AUD,24.075869
2015/06/03 上午 12:00:00,EUR,34.861463
2015/06/03 上午 12:00:00,GBP,47.43744
2015/06/03 上午 12:00:00,JPY,0.248869
2015/06/03 上午 12:00:00,USD,30.922
2015/06/04 上午 12:00:00,AUD,23.883572
2015/06/04 上午 12:00:00,EUR,34.907476
2015/06/04 上午 12:00:00,GBP,47.726763
2015/06/04 上午 12:00:00,JPY,0.249755
2015/06/04 上午 12:00:00,USD,31.062
2015/06/05 上午 12:00:00,AUD,23.646384
2015/06/05 上午 12:00:00,EUR,34.492068
2015/06/05 上午 12:00:00,GBP,47.388967
2015/06/05 上午 12:00:00,JPY,0.24707
2015/06/05 上午 12:00:00,USD,31.032
2015/06/08 上午 12:00:00,AUD,24.091133
2015/06/08 上午 12:00:00,EUR,35.31573
2015/06/08 上午 12:00:00,GBP,48.003998
2015/06/08 上午 12:00:00,JPY,0.251225
2015/06/08 上午 12:00:00,USD,31.275
2015/06/09 上午 12:00:00,AUD,24.074368
2015/06/09 上午 12:00:00,EUR,35.318047
2015/06/09 上午 12:00:00,GBP,48.158127
2015/06/09 上午 12:00:00,JPY,0.251725
2015/06/09 上午 12:00:00,USD,31.302
2015/06/10 上午 12:00:00,AUD,24.17394
2015/06/10 上午 12:00:00,EUR,35.28417
2015/06/10 上午 12:00:00,GBP,48.385268
2015/06/10 上午 12:00:00,JPY,0.253941
2015/06/10 上午 12:00:00,USD,31.156
2015/06/11 上午 12:00:00,AUD,24.166131
2015/06/11 上午 12:00:00,EUR,35.079063
2015/06/11 上午 12:00:00,GBP,48.354075
2015/06/11 上午 12:00:00,JPY,0.252467
2015/06/11 上午 12:00:00,USD,31.162
2015/06/12 上午 12:00:00,AUD,24.147066
2015/06/12 上午 12:00:00,EUR,35.179212
2015/06/12 上午 12:00:00,GBP,48.593901
2015/06/12 上午 12:00:00,JPY,0.253047
2015/06/12 上午 12:00:00,USD,31.226
2015/06/15 上午 12:00:00,AUD,24.27341
2015/06/15 上午 12:00:00,EUR,35.266145
2015/06/15 上午 12:00:00,GBP,48.762486
2015/06/15 上午 12:00:00,JPY,0.25327
2015/06/15 上午 12:00:00,USD,31.256
2015/06/16 上午 12:00:00,AUD,24.237403
2015/06/16 上午 12:00:00,EUR,35.167997
2015/06/16 上午 12:00:00,GBP,48.925037
2015/06/16 上午 12:00:00,JPY,0.253453
2015/06/16 上午 12:00:00,USD,31.266
2015/06/17 上午 12:00:00,AUD,24.227275
2015/06/17 上午 12:00:00,EUR,35.440596
2015/06/17 上午 12:00:00,GBP,49.492415
2015/06/17 上午 12:00:00,JPY,0.253269
2015/06/17 上午 12:00:00,USD,31.261
